codigo;estado;nombre;descripcion;fuente_desc;familia;familia_indice;subcategoria;marcas;codigo_original;compatibilidad;ubicacion;medidas;ref_interna;foto;foto_confianza;clave_rubro;clave_subrubro;clave_producto;pagina;origen;flags;encabezado_pdf
4320610;completo;Elevador de Válvula GX270 - GX390 - GX440;Elevador de Válvula GX270 - GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Elevador de Válvula GX270 - GX390 - GX440;;;;4320610.jpg;;4 Tiempos;Motor general;Partes;172;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320611;completo;Elevador de Válvula Suplemento GX270 GX390 GX440 Posición de Tapa GX270 ;Elevador de Válvula Suplemento GX270 GX390 GX440 Posición de Tapa GX270 GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Elevador de Válvula Suplemento GX270 GX390 GX440 Posición de Tapa GX270 GX390 GX440;;;;4320611.jpg;;4 Tiempos;Motor general;Partes;172;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320612;completo;Ruleman 6207 Cigüeñal GX270 GX390 GX440;Ruleman 6207 Cigüeñal GX270 GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Ruleman 6207 Cigueñal GX270 GX390 GX440;;;;4320612.jpg;;4 Tiempos;Motor general;Partes;170;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320613;completo;Ruleman 6202 Cigüeñal GX270 - GX390 - GX440;Ruleman 6202 Cigüeñal GX270 - GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Ruleman 6202 Cigueñal GX270 - GX390 - GX440;;;;4320613.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320614;completo;Sensor de Aceite GX390 - GX440;Sensor de Aceite GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Sensor de Aceite GX390 - GX440;;;;4320614.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320615;completo;Conducto Amplificador GX270 - GX390 - GX440;Conducto Amplificador GX270 - GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Conducto Amplificador GX270 - GX390 - GX440;;;;4320615.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320619;completo;Ruleman 6202 Arbol de Levas Cigüeñal (hierro nitrurado) GX270 GX390 GX44;Ruleman 6202 Arbol de Levas Cigüeñal (hierro nitrurado) GX270 GX390 GX440 GX390;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Ruleman 6202 Arbol de Levas Cigueñal (hierro nitrurado) GX270 GX390 GX440 GX390;;;;4320619.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320620;completo;Balanceador GX390 GX440;Balanceador GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Balanceador GX390 GX440;;;;4320620.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320621;completo;Engranaje Gobernador GX270;Engranaje Gobernador GX270;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Engranaje Gobernador GX270;;;;4320621.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320622;completo;Engranaje Gobernador GX390 GX440;Engranaje Gobernador GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Engranaje Gobernador GX390 GX440;;;;4320622.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320623;completo;Varilla Nivel de Aceite GX270 - GX390 - GX440;Varilla Nivel de Aceite GX270 - GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Varilla Nivel de Aceite GX270 - GX390 - GX440;;;;4320623.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320624;completo;Reten de Cigüeñal GX270 GX390 GX440;Reten de Cigüeñal GX270 GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Reten de Cigueñal GX270 GX390 GX440;;;;4320624.jpg;;4 Tiempos;Motor general;Partes;170;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320625;completo;Block GX390;Block GX390;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Block GX390;;;;4320625.jpg;;4 Tiempos;Motor general;Partes;170;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320626;completo;Volante (arranque manual) GX390 - GX440;Volante (arranque manual) GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Volante (arranque manual) GX390 - GX440;;;;4320626.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320627;completo;Ventilador de Volante GX270;Ventilador de Volante GX270;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Ventilador de Volante GX270;;;;4320627.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320628;completo;Motor de Arranque Relay de Arranque Volante Ventilador de Volante Ventil;Motor de Arranque Relay de Arranque Volante Ventilador de Volante Ventilador de Volante Simil Honda GX390 GX270 GX390 GX440 (arranque manual) GX270 GX390 GX440 OHV 13 Hp GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;Honda;;Motor de Arranque Relay de Arranque Volante Ventilador de Volante Ventilador de Volante Simil Honda GX390 GX270 GX390 GX440 (arranque manual) GX270 GX390 GX440 OHV 13 Hp GX390 GX440;;;;4320628.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320629;completo;Cobertor de Volante GX390 GX440;Cobertor de Volante GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Cobertor de Volante GX390 GX440;;;;4320629.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320633;derivado_sin_foto;Partes — Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;Partes para Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;derivada (clave de código + sección del catálogo);Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;;;;;4320633.jpg;;4 Tiempos;Motor general;Partes;175;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320634;derivado_sin_foto;Partes — Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;Partes para Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;derivada (clave de código + sección del catálogo);Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;;;;;4320634.jpg;;4 Tiempos;Motor general;Partes;175;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320635;completo;Reten de Gobernador GX390 GX440;Reten de Gobernador GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Reten de Gobernador GX390 GX440;;;;4320635.jpg;;4 Tiempos;Motor general;Partes;170;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320636;derivado_sin_foto;Partes — Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;Partes para Motor 13 HP 15 HP Hp 16 HP Gx270 Gx390 Gx420 Gx440;derivada (clave de código + sección del catálogo);Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;;;;;4320636.jpg;;4 Tiempos;Motor general;Partes;175;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320640;completo;Sensor de Aceite Kit Resortes GX390 GX440 del Gobernador GX270 GX390 GX4;Sensor de Aceite Kit Resortes GX390 GX440 del Gobernador GX270 GX390 GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Sensor de Aceite Kit Resortes GX390 GX440 del Gobernador GX270 GX390 GX440;;;;4320640.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320641;completo;Resorte de Válvulas GX390 - GX440;Resorte de Válvulas GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Resorte de Válvulas GX390 - GX440;;;;4320641.jpg;;4 Tiempos;Motor general;Partes;172;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320642;completo;Brida de Admisión Brida de Admisión GX270 GX390;Brida de Admisión Brida de Admisión GX270 GX390;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Brida de Admisión Brida de Admisión GX270 GX390;;;;4320642.jpg;;4 Tiempos;Motor general;Partes;172;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320643;completo;Brida de Admisión GX390;Brida de Admisión GX390;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Brida de Admisión GX390;;;;4320643.jpg;;4 Tiempos;Motor general;Partes;172;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320644;completo;Relay de Arranque GX270 - GX390 - GX440;Relay de Arranque GX270 - GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Relay de Arranque GX270 - GX390 - GX440;;;;4320644.jpg;;4 Tiempos;Motor general;Partes;174;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320645;completo;Manguera Gaseador GX160 GX200;Manguera Gaseador GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Manguera Gaseador GX160 GX200;;;;4320645.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320646;completo;Tapa Inspección de Válvulas GX160 GX200;Tapa Inspección de Válvulas GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Tapa Inspección de Válvulas GX160 GX200;;;;4320646.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320647;completo;Balancín Completo GX160 GX200;Balancín Completo GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Balancín Completo GX160 GX200;;;;4320647.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320648;completo;Soporte de Varilla GX160 GX200;Soporte de Varilla GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Soporte de Varilla GX160 GX200;;;;4320648.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320649;completo;Tope de Válvula GX160 GX200;Tope de Válvula GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Tope de Válvula GX160 GX200;;;;4320649.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320650;completo;Seguro de Válvula de Admisión GX160 GX200;Seguro de Válvula de Admisión GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Seguro de Válvula de Admisión GX160 GX200;;;;4320650.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320651;completo;Seguro de Válvula de Escape GX160 GX200;Seguro de Válvula de Escape GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Seguro de Válvula de Escape GX160 GX200;;;;4320651.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320652;completo;Resorte de Válvula GX160 GX200;Resorte de Válvula GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Resorte de Válvula GX160 GX200;;;;4320652.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320653;completo;Retén de Válvula GX160 GX200;Retén de Válvula GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Retén de Válvula GX160 GX200;;;;4320653.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320654;completo;Espárragos de Escape GX160 GX200;Espárragos de Escape GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Espárragos de Escape GX160 GX200;;;;4320654.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320655;completo;Juego de Varillas GX160 GX200;Juego de Varillas GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Juego de Varillas GX160 GX200;;;;4320655.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320656;completo;Elevador de Válvulas GX160;Elevador de Válvulas GX160;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Elevador de Válvulas GX160;;;;4320656.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320657;completo;Elevador de Válvulas GX200;Elevador de Válvulas GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Elevador de Válvulas GX200;;;;4320657.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320658;completo;Rulemán de Cigüeñal (6205) GX160 GX200;Rulemán de Cigüeñal (6205) GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Rulemán de Cigueñal (6205) GX160 GX200;;;;4320658.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320659;completo;Sensor de Aceite GX160 GX200;Sensor de Aceite GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Sensor de Aceite GX160 GX200;;;;4320659.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320660;completo;Árbol de Levas (teflón) GX160 GX200;Árbol de Levas (teflón) GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Árbol de Levas (teflón) GX160 GX200;;;;4320660.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320661;completo;Árbol de Levas (metálico) GX160 GX200;Árbol de Levas (metálico) GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Árbol de Levas (metálico) GX160 GX200;;;;4320661.jpg;;4 Tiempos;Motor general;Partes;165;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320662;completo;Escape con Codo GX390 - GX440;Escape con Codo GX390 - GX440;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440;;;Escape con Codo GX390 - GX440;;;;4320662.jpg;;4 Tiempos;Motor general;Partes;171;grilla;;PARTES DE MOTOR 4T 13 HP 15HP HP 16HP REEMPLAZO GX270 GX390 GX420 GX440
4320665;completo;Varilla Nivel de Aceite GX160 GX200;Varilla Nivel de Aceite GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Varilla Nivel de Aceite GX160 GX200;;;;4320665.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320666;completo;Retén de Aceite GX160 GX200;Retén de Aceite GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Retén de Aceite GX160 GX200;;;;4320666.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320667;completo;Block GX160 GX200;Block GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Block GX160 GX200;;;;4320667.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320668;completo;Cobertor Block GX160 GX200;Cobertor Block GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Cobertor Block GX160 GX200;;;;4320668.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320670;completo;Volante (arranque manual) GX160 GX200;Volante (arranque manual) GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Volante (arranque manual) GX160 GX200;;;;4320670.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320671;completo;Ventilador de Volante GX160 GX200;Ventilador de Volante GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Ventilador de Volante GX160 GX200;;;;4320671.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320673;completo;Kit Trinquetes (metálicos) GX160 GX390;Kit Trinquetes (metálicos) GX160 GX390;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Kit Trinquetes (metálicos) GX160 GX390;;;;4320673.jpg;;4 Tiempos;Motor general;Partes;166;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320676;completo;Resortes de Cebador GX160 GX200;Resortes de Cebador GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Resortes de Cebador GX160 GX200;;;;4320676.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320677;completo;Soporte del Gobernador GX160 GX200;Soporte del Gobernador GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Soporte del Gobernador GX160 GX200;;;;4320677.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320678;completo;Brazo del Gobernador GX160 GX200;Brazo del Gobernador GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Brazo del Gobernador GX160 GX200;;;;4320678.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320679;completo;Eje Brazo del Gobernador GX160 GX200;Eje Brazo del Gobernador GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Eje Brazo del Gobernador GX160 GX200;;;;4320679.jpg;;4 Tiempos;Motor general;Partes;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320680;completo;Brida de Admisión GX160 GX200;Brida de Admisión GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Brida de Admisión GX160 GX200;;;;4320680.jpg;;4 Tiempos;Motor general;Partes;166;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4320681;completo;Soporte de Goma;Soporte de Goma;texto del PDF;Motores 4T y generadores;Motores 4T y generadores;3500;;;Soporte de Goma;;;;4320681.jpg;;4 Tiempos;Motor general;Partes;169;grilla;;GENERADOR 2500 - 3500
4320682;completo;Patas de Goma;Patas de Goma;texto del PDF;Motores 4T y generadores;Motores 4T y generadores;3500;;;Patas de Goma;;;;4320682.jpg;;4 Tiempos;Motor general;Partes;169;grilla;;GENERADOR 2500 - 3500
4320683;completo;Escape GX160 GX200;Escape GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Escape GX160 GX200;;;;4320683.jpg;;4 Tiempos;Motor general;Partes;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4321550;completo;Manguera de Combustible GX160 GX200;Manguera de Combustible GX160 GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Manguera de Combustible GX160 GX200;;;;4321550.jpg;;4 Tiempos;Motor general;Mangueras;167;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4322091;completo;Cigüeñal (19.05mm) GX160;Cigüeñal (19.05mm) GX160;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Cigueñal (19.05mm) GX160;;19.05mm;;4322091.jpg;;4 Tiempos;Motor general;Cigüeñal;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4322092;completo;Cigüeñal (20mm) GX200;Cigüeñal (20mm) GX200;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Cigueñal (20mm) GX200;;20mm;;4322092.jpg;;4 Tiempos;Motor general;Cigüeñal;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
4322093;completo;Cigüeñal ( mm) GX210;Cigüeñal ( mm) GX210;texto del PDF;Motores 4T y generadores;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200;;;Cigueñal ( mm) GX210;;;;4322093.jpg;;4 Tiempos;Motor general;Cigüeñal;164;grilla;;PARTES DE MOTOR 5.5 HP 6.5 HP REEMPLAZO GX160 GX200
